Date,EventID,Magnitude,Date_decimal,Longitude,Latitude,Depth
3/3/2004 14:38,242158,5,2004.171066,40.3334,39.0535,5.2
20/03/2004 16:23:45,240161,4,2004.217714,27.54,35.37,10.7
24/03/2004 04:38:43,240197,4.2,2004.227305,26.9403,38.8572,12.7
25/03/2004 19:30:46,240217,5.1,2004.23173,40.8779,39.7402,2.6
25/03/2004 21:17:46,240228,4,2004.231933,41.0591,39.811,16.8
26/03/2004 15:04:55,240254,4,2004.233957,40.786,40.054,1
26/03/2004 22:11:35,240260,4,2004.234767,40.7498,39.8386,5
26/03/2004 23:59:58,240263,4.2,2004.234973,31.0969,40.8451,12.68
28/03/2004 03:51:09,240282,5.3,2004.238143,40.77,39.98,2.15
28/03/2004 04:15:25,240285,4,2004.23819,41.106,39.7778,2.87
28/03/2004 05:12:56,240291,4.1,2004.238299,40.9431,39.7853,2.3
29/03/2004 07:28:48,240323,4.1,2004.241289,40.8911,40.1105,9.5
1/4/2004 8:35,239035,4.8,2004.249612,40.7477,39.757,1.4
3/4/2004 12:47,239090,4,2004.255555,40.8013,39.9437,2
7/4/2004 17:43,239168,4.1,2004.267045,40.7357,39.9906,2.55
13/04/2004 21:47:23,239276,4.6,2004.283901,31.71,40.76,5.62
17/04/2004 03:38:42,239322,4.2,2004.292765,29.4084,39.1366,7.9
19/04/2004 15:27:17,239363,4.3,2004.299574,27.6646,40.6193,11.16
1/5/2004 19:48,238889,4.2,2004.332857,40.8769,39.7894,2.8
16/05/2004 03:30:49,239881,4.2,2004.371985,29.3265,40.7088,12.8
23/05/2004 22:41:06,256532,4,2004.393293,39.0824,39.874,5.85
25/05/2004 05:34:21,256557,4,2004.396809,27.221,35.5956,17.8
28/05/2004 10:14:44,256605,4.1,2004.405538,36.2463,37.6176,5.9
9/6/2004 3:15,253799,4.1,2004.43753,30.2054,38.433,8.7
12/6/2004 13:37,253867,4.4,2004.446907,39.6,38.6,15.3
15/06/2004 12:02:40,253928,5.2,2004.454923,25.9656,40.3439,14.5
1/7/2004 22:30,251370,5.1,2004.49983,43.9512,39.6458,9.12
3/7/2004 20:29,251412,4.1,2004.505065,31.4847,38.7515,11.3
18/07/2004 13:04:00,248437,4,2004.545203,33.4619,41.0167,10.4
21/07/2004 09:14:09,248486,4.3,2004.552964,33.9403,39.6198,5.9
23/07/2004 23:19:23,248532,4.1,2004.560032,35.6038,37.402,12.74
25/07/2004 08:51:07,248567,4,2004.563849,39.0446,38.2044,8.4
25/07/2004 16:37:30,248571,4,2004.564734,27.1779,35.0478,12.27
29/07/2004 05:35:10,248649,4,2004.574406,28.0313,37.011,11.6
30/07/2004 07:14:09,248666,4.7,2004.577326,43.9801,39.6315,10.7
3/8/2004 13:13,244579,4.3,2004.588937,27.6601,37.0602,5.7
4/8/2004 14:18,244754,5.3,2004.591793,27.7107,36.9269,15
11/8/2004 15:48,242551,5.3,2004.611089,39.1461,38.368,4.62
13/08/2004 20:35:05,242670,4.3,2004.617098,38.9672,38.279,12.3
14/08/2004 00:20:25,242677,4.3,2004.617525,39.0306,38.2543,11.29
14/08/2004 20:42:17,241003,4.2,2004.619843,39.1096,38.3434,7.4
14/08/2004 21:01:31,241007,4.1,2004.61988,39.2036,38.3262,4.2
18/08/2004 05:57:00,241117,4.7,2004.629093,34.3664,36.6516,10.1
18/08/2004 22:25:44,241138,4.3,2004.630969,27.4055,36.1569,28.2
18/08/2004 23:06:34,241139,4.4,2004.631046,27.5229,35.9947,21
20/08/2004 11:12:19,241180,4.2,2004.635155,27.8774,36.4307,38.77
7/9/2004 18:05,242181,4.2,2004.68512,31.2125,38.6695,10.5
8/9/2004 16:16,242212,4.1,2004.687646,39.1376,38.3262,5.9
16/09/2004 05:07:29,259662,4,2004.708234,31.1825,38.6901,15.2
25/09/2004 14:28:53,256975,4,2004.733889,39.2308,38.3951,7.51
26/09/2004 21:03:16,257016,4,2004.73737,43.2297,38.6564,19.17
28/09/2004 08:03:00,257064,4.3,2004.741354,34.4319,36.745,6.8
30/09/2004 09:42:31,257119,4.3,2004.747007,38.5243,39.6415,9.7
3/10/2004 1:21,257181,4,2004.754254,27.4123,35.1834,21.3
7/10/2004 1:05,257303,5,2004.765151,26.8383,36.5018,113.85
5/11/2004 17:30,252234,4.3,2004.846255,27.7502,39.1694,9.1
15/11/2004 14:16:11,249477,4,2004.873209,27.4697,35.0774,35.5
22/11/2004 19:13:34,249554,4.4,2004.892899,25.606,38.5115,10.64
2/12/2004 15:51,245116,4.3,2004.919839,27.9856,39.2545,11.59
4/12/2004 10:16,245176,4.4,2004.924667,40.8458,39.9315,4.08
14/12/2004 22:24:20,245381,4.1,2004.95337,36.7894,39.7701,7.6
20/12/2004 23:02:15,243362,5.1,2004.969836,28.2771,37.006,12.5
21/12/2004 00:23:36,243368,4,2004.96999,28.1788,37.0794,10.3
29/12/2004 22:22:21,243591,4.2,2004.99435,33.0123,40.3391,8
10/1/2005 23:48,242805,4.7,2005.027376,27.8063,37.0079,15.85
11/1/2005 4:35,242831,4.3,2005.027922,27.74,36.98,14.87
13/01/2005 11:00:49,245031,4.1,2005.034134,27.772,39.1763,15.95
13/01/2005 13:39:04,245046,4.2,2005.034435,27.7817,39.1772,9.5
17/01/2005 17:33:32,261863,4.1,2005.04584,40.8801,39.7978,6.71
23/01/2005 22:36:06,262029,5.2,2005.062854,29.5737,35.7519,12.07
25/01/2005 15:24:24,262074,4.8,2005.067512,43.7811,37.7398,17.4
25/01/2005 16:05:53,262075,4,2005.067591,35.2315,36.7362,9.1
25/01/2005 16:32:48,262076,4,2005.067642,43.9115,37.7548,13.16
25/01/2005 16:44:15,262078,5.4,2005.067664,43.8163,37.6435,23
25/01/2005 17:52:11,262081,4.1,2005.067793,43.8024,37.8921,22.2
26/01/2005 00:05:47,262094,4.1,2005.068504,43.5194,37.6269,3.1
29/01/2005 14:48:02,260175,4,2005.078402,29.6603,38.2393,13.6
29/01/2005 18:52:30,260178,4.3,2005.078867,26.7859,38.2018,20
30/01/2005 16:23:49,260211,5.4,2005.081324,29.84,35.91,28.29
2/2/2005 23:26,260261,4.1,2005.090348,43.6688,37.6237,7.46
3/2/2005 7:18,260269,4,2005.091245,43.9014,37.6868,10.91
4/2/2005 0:19,260280,4.3,2005.093189,44.0712,37.7013,10.38
6/3/2005 8:38,257820,4,2005.176328,43.63,37.6739,10
12/3/2005 7:36,257909,5.6,2005.192649,40.8672,39.4165,7.2
14/03/2005 01:55:57,257951,5.9,2005.197481,40.8183,39.4186,9.95
14/03/2005 04:58:07,257957,4.5,2005.197827,41.0492,39.3734,15.58
15/03/2005 20:31:06,255129,4.1,2005.202342,40.9341,39.3966,2.74
16/03/2005 13:53:45,255154,4.1,2005.204326,25.2509,40.1867,12.9
17/03/2005 05:03:55,255170,4,2005.206058,26.9476,37.7032,15.6
18/03/2005 12:42:38,255236,4,2005.20967,40.8457,39.4371,10.5
18/03/2005 13:53:46,255241,4.1,2005.209805,40.6687,39.4947,4.3
23/03/2005 21:44:52,255373,5.4,2005.2244,40.8094,39.4164,12
23/03/2005 23:43:42,255381,4.6,2005.224627,40.7108,39.488,8.9
9/4/2005 19:28,252692,4.1,2005.270716,26.1447,40.3098,10.6
29/04/2005 22:28:07,250041,4.5,2005.325853,34.8283,40.6847,5.98
12/5/2005 9:00,248175,4.7,2005.359932,37.3863,40.3785,3.2
12/5/2005 9:25,248176,4.9,2005.35998,37.3474,40.3804,5.6
14/05/2005 23:46:47,248237,4.7,2005.367098,31.562,35.6267,37
15/05/2005 10:54:28,248241,4.5,2005.368368,30.8254,39.6061,21.1
16/05/2005 14:24:06,248268,4,2005.371507,29.8478,35.6528,27.99
18/05/2005 01:13:23,248331,4.1,2005.375482,39.3915,41.5219,8.15
31/05/2005 07:51:43,245995,4,2005.411856,44.0009,37.7827,7
31/05/2005 08:39:49,245997,4,2005.411948,26.9379,35.2615,11.01
5/6/2005 3:45,246112,4.5,2005.425086,43.5267,38.0188,17.74
6/6/2005 7:41,249708,5.1,2005.428275,40.9038,39.3888,10.5
20/06/2005 19:50:04,263512,4.2,2005.468018,29.0928,39.6844,4.9
23/06/2005 22:44:19,263612,4.5,2005.476568,26.7922,37.8266,16.11
2/7/2005 17:35,262283,4.7,2005.500638,27.0981,35.0072,10.3
3/7/2005 16:15,262307,4,2005.503226,26.7261,35.9602,23.9
4/7/2005 21:33,262324,4,2005.50657,36.1,39.09,5.27
7/7/2005 19:05,262406,4,2005.514508,37.1757,40.333,6.7
7/7/2005 19:33,262410,4,2005.514561,37.059,40.1266,6.7
8/7/2005 18:08,262450,4.1,2005.517139,26.8215,34.929,26.8
24/07/2005 11:36:11,260828,4.1,2005.560229,36.1114,36.9867,26.7
30/07/2005 21:45:02,258284,4.9,2005.577825,33.1276,39.4262,8.9
31/07/2005 08:35:39,258345,4,2005.579063,26.4017,34.8417,10.5
31/07/2005 15:54:29,258371,4,2005.579898,29.0318,35.9826,29.65
1/8/2005 13:22,258428,4.1,2005.58235,33.1877,39.4149,5.58
1/8/2005 13:35,258429,4.1,2005.582373,27.9146,36.7885,20
6/8/2005 9:09,258635,4.4,2005.595566,33.2004,39.3606,2.02
9/8/2005 1:28,255684,4.3,2005.602907,33.0343,40.5614,4.13
10/8/2005 8:58,255716,4.2,2005.606504,41.1627,39.0636,7.42
17/08/2005 17:24:21,255926,4,2005.626645,27.7272,35.5062,7.8
24/08/2005 03:06:16,253057,5.2,2005.64419,25.1761,39.7563,26.93
29/08/2005 22:33:51,253190,4.2,2005.66011,36.63,40.53,5.92
4/9/2005 5:08,253665,4.1,2005.67456,33.0197,40.5794,5.2
28/09/2005 01:47:03,252438,4.5,2005.73993,27.0595,35.0716,20.7
11/10/2005 5:44,251257,4.6,2005.775998,27.4732,35.7141,40.1
17/10/2005 09:46:56,253004,5.8,2005.792898,26.6586,38.2202,18.6
17/10/2005 09:58:38,264640,4.2,2005.79292,26.6593,38.1532,2
17/10/2005 13:52:42,264683,4.2,2005.793365,24.9274,39.423,8.4
18/10/2005 07:17:06,264819,4.6,2005.795352,38.9777,38.7615,15.74
18/10/2005 16:00:47,264860,4.1,2005.796349,26.5062,38.2087,25.48
19/10/2005 10:11:30,264986,4.5,2005.798424,26.7027,38.1698,2.5
19/10/2005 22:38:58,265032,4.1,2005.799846,27.1683,37.8747,3.4
20/10/2005 21:40:02,263786,5.9,2005.802473,26.6708,38.1535,15.4
21/10/2005 11:47:36,263921,4.1,2005.804086,26.5711,38.1972,19.2
27/10/2005 06:53:36,262892,4.2,2005.819965,39.0629,38.1129,8.1
29/10/2005 14:48:41,260996,4.2,2005.826348,26.6369,38.1852,2.19
29/10/2005 19:49:30,261006,4.1,2005.826921,26.7143,38.2018,2.7
31/10/2005 05:26:39,261047,4.4,2005.830758,26.6254,38.1628,15.6
31/10/2005 06:48:22,261053,4.3,2005.830914,26.6545,38.1674,2.03
4/11/2005 20:12,261249,4.1,2005.843402,27.3,40.7484,4.3
6/11/2005 12:21,261304,4.1,2005.847987,30.2197,37.0801,5.37
15/11/2005 05:51:30,259023,4.2,2005.871902,25.1799,40.4077,7.69
26/11/2005 15:56:57,256226,5.2,2005.903191,38.8755,38.2143,19.05
9/12/2005 10:45,256864,4,2005.938214,27.9695,35.0728,27
9/12/2005 14:33,256871,4.7,2005.938648,27.2418,35.1426,28.08
10/12/2005 0:09,256882,5.2,2005.939745,40.8547,39.3976,18.94
17/12/2005 00:15:43,254872,4.3,2005.958934,33.1796,39.291,7.7
24/12/2005 03:56:07,254974,4.5,2005.978531,27.7826,38.8446,6
28/12/2005 02:11:23,255045,4.1,2005.989291,33.4043,41.0069,6
28/12/2005 14:08:00,255058,4.4,2005.990654,39.3471,38.4539,1.72
5/1/2006 3:47,255568,4,2006.011392,38.8812,38.2935,8.4
20/01/2006 10:40:23,254309,4,2006.053273,28.1806,36.9166,5.54
22/01/2006 14:26:23,254336,4,2006.059183,34.8398,36.732,5.11
26/01/2006 18:41:47,254371,4.5,2006.070627,35.1647,36.3475,10.6
8/2/2006 4:07,256148,4.4,2006.104581,30.412,40.7082,6.77
9/2/2006 10:03,256163,4,2006.107997,37.1478,38.9817,6.41
22/02/2006 05:38:21,265999,4.5,2006.143109,27.0187,34.8572,30.8
15/03/2006 21:06:44,265071,4.1,2006.20241,37.65,37.3551,7.84
21/03/2006 11:29:06,265168,4,2006.217749,41.713,39.7711,12.4
9/4/2006 23:27,264165,4.5,2006.271171,27.311,35.2008,27.18
12/4/2006 11:14,264217,4,2006.277995,38.8985,38.4927,3.9
13/04/2006 16:18:34,264232,4.2,2006.281314,26.5579,38.2473,3.7
17/04/2006 11:53:22,264311,4.2,2006.291768,28.1911,37.0225,11.03
17/04/2006 20:18:07,264332,4,2006.292729,28.1197,36.9178,31.8
19/04/2006 05:40:45,264366,4.4,2006.296539,26.8117,36.5772,40.59
19/05/2006 23:01:55,261350,4.6,2006.380711,36.0487,42.6392,6.7
21/05/2006 03:48:33,261373,4.5,2006.383996,42.8065,37.9583,12.4
3/6/2006 11:07,261600,4.5,2006.420448,44.3089,37.6838,15.59
3/6/2006 14:40,261602,4.6,2006.420853,40.2117,39.1396,8.9
5/6/2006 4:23,261646,4.1,2006.425159,28.743,37.933,11.08
9/6/2006 18:01,259373,4.4,2006.437674,44.1011,37.6267,9.2
12/6/2006 8:07,259436,4,2006.444762,26.7025,38.1688,25.74
2/7/2006 6:55,258071,4,2006.499421,28.0643,35.7392,19.44
2/7/2006 19:39,258077,4.3,2006.500875,40.8471,39.4173,15.26
13/07/2006 19:17:38,258234,4,2006.53097,33.948,37.9,2
20/07/2006 18:07:51,258693,4.1,2006.550015,38.1932,38.0523,8.9
21/07/2006 22:01:46,258705,4.2,2006.5532,40.8175,39.4072,8.46
24/07/2006 23:04:58,258730,4,2006.561539,38.7202,37.4655,7.5
10/8/2006 5:45,257498,4,2006.606136,39.2461,38.4027,8.4
5/9/2006 9:44,266687,4,2006.677825,37.392,39.6882,8.8
9/10/2006 5:01,266300,4.2,2006.770437,35.5712,36.0232,11.08
12/10/2006 3:20,266328,4,2006.778463,29.1888,37.8621,5.7
19/10/2006 21:00:48,266400,4.1,2006.799659,40.7547,39.967,8.64
20/10/2006 18:15:26,266419,5.2,2006.802084,27.9792,40.2519,16.7
24/10/2006 14:00:22,266472,5.2,2006.812558,28.9937,40.4221,7.89
25/10/2006 22:00:17,266505,4.1,2006.816211,41.1933,39.0348,8
1/11/2006 21:19,266575,4.8,2006.835312,40.7555,39.4347,4.8
12/11/2006 2:36,265453,4.3,2006.863312,32.7469,40.108,16
23/11/2006 04:37:34,265552,4.4,2006.893679,42.5973,39.9274,13.3
2/12/2006 10:26,265654,4.4,2006.919001,26.8841,34.8668,21.25
18/12/2006 03:09:17,264516,4.1,2006.962004,30.281,36.983,11.4
19/12/2006 19:15:38,264532,4.2,2006.966582,28.32,40.34,18.5
7/1/2007 11:10,267691,4.1,2007.017714,36.0611,37.3463,10
18/01/2007 13:06:38,267803,4,2007.048072,30.6185,37.9445,4
18/01/2007 19:57:54,267807,4.4,2007.048854,31.4135,35.3121,34.2
21/01/2007 07:38:57,50689,5.1,2007.055668,42.7255,39.6032,5.32
23/01/2007 21:21:58,267839,4.3,2007.062713,28.7763,38.1223,7.5
23/01/2007 23:37:43,267841,4,2007.062971,37.1528,37.3347,18.2
26/01/2007 08:20:35,267886,4.7,2007.069446,40.0551,38.7706,16.2
26/01/2007 11:43:34,267893,4.2,2007.069832,40.0819,38.7458,8.8
9/2/2007 2:22,50833,5,2007.107121,39.1088,38.4242,25.64
11/2/2007 3:43,51003,4.1,2007.112753,39.1767,38.3275,6.52
11/2/2007 6:23,51008,4.2,2007.113059,39.0655,38.4742,15.26
15/02/2007 03:15:55,268032,4.2,2007.12366,28.0615,36.1217,37.15
15/02/2007 06:49:17,51164,4.2,2007.124066,40.0465,38.7505,12.72
21/02/2007 11:05:26,51391,5.4,2007.140992,39.3082,38.3827,8.51
28/02/2007 19:55:33,51798,5.2,2007.161179,39.237,38.2267,26.11
28/02/2007 23:27:46,51825,4.3,2007.161583,39.2607,38.3487,9.81
28/02/2007 23:28:41,267514,4,2007.161584,39.259,38.3116,4.2
4/3/2007 16:14,51955,4.1,2007.171717,25.2983,40.0907,12.24
8/3/2007 12:35,52083,4.8,2007.18226,40.4412,39.1088,26.4
9/3/2007 1:13,52112,4,2007.183702,40.9498,39.364,5
9/3/2007 23:24,52147,4.8,2007.186235,40.4702,39.063,5
11/3/2007 20:11,267620,4.1,2007.191347,35.8332,36.309,5.79
11/3/2007 23:35,52235,4,2007.191734,39.2912,38.332,16.62
26/03/2007 18:46:54,52542,4,2007.232281,44.1133,38.5223,5.42
26/03/2007 18:54:33,52543,4.3,2007.232296,44.2442,38.4533,6.08
30/03/2007 19:23:58,52684,4.8,2007.24331,30.9238,38.0025,6.9
9/4/2007 14:29,53108,4.1,2007.270147,28.3118,36.0593,18.66
10/4/2007 22:00,53152,4.9,2007.273745,30.9532,38.0473,13.71
14/04/2007 04:30:37,53303,4.5,2007.282707,39.2848,38.3528,4.88
19/04/2007 07:16:25,53420,4.2,2007.296721,39.1888,38.3048,7.93
19/04/2007 10:15:56,53425,4.2,2007.297062,25.0229,39.5383,27.71
5/5/2007 21:11,53900,4.4,2007.342145,42.218,38.7367,5
7/5/2007 13:45,53959,4.2,2007.346776,41.6433,39.9008,3.02
18/05/2007 23:27:45,54273,4.4,2007.378021,33.2983,37.2795,18.98
21/05/2007 16:39:10,54351,4.7,2007.385463,27.9143,35.4103,7.86
21/05/2007 19:59:17,54354,4.2,2007.385843,27.7339,35.2175,2.82
21/06/2007 18:18:59,55278,4.1,2007.470584,27.058,35.1247,6.86
6/8/2007 19:35,56646,4.1,2007.596757,38.5208,39.538,7
24/08/2007 02:53:10,57035,4.4,2007.644165,37.4623,38.155,24.99
25/08/2007 22:05:48,57071,5.5,2007.649098,41.0935,39.2517,23.88
15/09/2007 05:26:52,57701,4.4,2007.704731,36.9262,37.8165,23.76
15/09/2007 23:28:47,57718,4.4,2007.70679,36.8843,37.8413,15.45
20/09/2007 06:18:51,57807,4.2,2007.718529,29.3885,39.2147,16.92
21/09/2007 09:49:26,57848,4.2,2007.721669,44.1319,37.322,6.7
21/09/2007 10:21:20,57849,4.6,2007.72173,44.1509,37.3961,2.51
23/09/2007 00:54:25,57907,5.2,2007.726131,27.0047,35.1022,5.16
24/09/2007 22:50:54,57983,4,2007.731375,43.7771,37.7146,6.25
29/09/2007 22:35:09,58170,4,2007.745044,27.7768,39.7487,6.3
10/10/2007 21:27,58545,4,2007.775053,28.0953,36.9228,6.99
14/10/2007 09:18:10,58643,4,2007.784624,26.8106,34.362,11.16
25/10/2007 05:02:04,58962,4.4,2007.814273,27.6859,39.3668,5
27/10/2007 04:02:23,59050,4.2,2007.819639,40.757,39.3656,27.31
28/10/2007 22:00:46,59089,4.2,2007.824431,41.104,39.0118,17.99
29/10/2007 09:23:13,59098,5,2007.825729,29.2995,36.9142,23.42
31/10/2007 17:58:01,59233,4.1,2007.832188,29.3218,36.9512,21.63
9/11/2007 1:43,59707,5.1,2007.854991,25.7104,38.7962,15.88
9/11/2007 7:07,59725,4.1,2007.855608,25.5802,38.7677,28.71
9/11/2007 9:09,59738,4.3,2007.855839,44.331,37.3432,5
15/11/2007 04:11:11,59930,4,2007.871711,41.978,39.054,4.02
16/11/2007 09:08:22,59983,4.8,2007.875016,29.2962,36.941,22.02
2/12/2007 20:21,60686,4.5,2007.920133,29.3162,37.0262,37.61
10/12/2007 21:50,61070,4,2007.942219,27.742,38.7812,21.43
13/12/2007 18:06:19,61199,4.4,2007.950012,33.043,38.8505,16.94
16/12/2007 03:35:13,61307,4.1,2007.956574,26.2937,39.4273,24.89
20/12/2007 09:48:27,61515,5.6,2007.968243,33.0453,39.4173,2.8
20/12/2007 10:10:38,61521,4.6,2007.968285,33.1325,39.3352,7.03
23/12/2007 23:55:08,62086,4,2007.978073,35.7025,37.5168,23.74
26/12/2007 23:47:09,62424,5.5,2007.986277,33.1073,39.396,16.84
28/12/2007 21:13:58,62779,4.2,2007.991465,25.8627,39.5238,26.68
1/1/2008 0:21,63104,4.4,2008.000041,35.7363,37.5265,18.84
5/1/2008 5:11,63483,4,2008.011519,26.985,38.5945,7.02
7/1/2008 18:26,63659,4.1,2008.018493,33.1098,39.4255,7.68
8/1/2008 15:57,63713,4.3,2008.020943,29.1748,36.9598,7.09
10/1/2008 17:52,63839,4.1,2008.026625,28.791,37.9238,17.31
12/1/2008 15:06,64030,4.5,2008.031775,26.0008,38.9032,29.85
14/01/2008 02:06:28,64180,4.2,2008.035759,34.7685,40.5521,8.88
15/01/2008 07:44:24,64298,4.2,2008.039133,25.9392,38.8858,32.6
17/01/2008 08:39:10,64381,4,2008.044701,29.175,36.4392,56.05
22/01/2008 16:31:55,64721,4.3,2008.059259,38.622,39.5453,18.1
31/01/2008 00:01:20,65104,4.7,2008.08197,33.211,40.24,7.38
1/2/2008 5:36,65171,4,2008.085339,40.7482,39.9337,23
1/2/2008 9:11,65180,4.4,2008.085745,33.0653,39.448,16.8
1/3/2008 7:01,66488,4,2008.164734,26.867,37.9,11.4
5/3/2008 16:11,66641,4.7,2008.176707,27.0345,36.0295,26.26
5/3/2008 16:14,66642,4,2008.176713,27.4785,36.1007,5
12/3/2008 18:53,66931,5,2008.19614,29.0057,40.6318,23.99
15/03/2008 10:15:37,67071,5,2008.203354,33.0615,39.425,12.87
15/03/2008 11:52:12,67078,4.2,2008.203537,27.882,39.0373,24.94
17/03/2008 10:28:32,67175,4,2008.208843,25.9865,38.9358,18.67
29/03/2008 03:12:30,67539,4.8,2008.240802,34.7973,40.553,15.48
1/4/2008 0:41,67734,4.2,2008.248713,34.4832,40.3713,7.04
2/4/2008 10:14,67852,4.1,2008.252531,34.8077,40.5672,14.96
11/4/2008 8:01,68321,4.2,2008.27687,26.966,37.7558,18.43
25/04/2008 04:48:55,69038,5,2008.314756,29.258,37.8268,18.83
11/5/2008 23:20,69814,4,2008.36058,43.068,37.5881,1.82
22/05/2008 09:33:19,70275,4.5,2008.389066,26.5818,35.9138,16.5
30/05/2008 05:34:22,70611,4.1,2008.41047,29.191,37.009,6.98
1/6/2008 3:35,70727,4.2,2008.415709,26.921,40.1547,7
3/6/2008 6:59,70799,4,2008.421561,26.928,40.164,7
4/6/2008 9:48,70874,4.5,2008.424614,39.0298,39.633,17.98
15/06/2008 02:59:48,71454,4.3,2008.453893,27.4282,35.1738,22.21
16/06/2008 15:49:24,71511,4.1,2008.458086,28.5977,39.5682,22.46
21/06/2008 03:58:34,71664,4.4,2008.470398,41.2473,38.948,14.42
25/06/2008 21:12:17,71823,4.6,2008.483288,37.554,39.5228,4.65
27/06/2008 10:50:06,71890,4,2008.487572,41.8017,39.8577,16.67
3/7/2008 17:37,72155,4.4,2008.504738,29.169,36.9943,22.23
10/7/2008 7:49,72434,4.7,2008.522749,27.732,40.0013,26.57
12/7/2008 5:54,72543,4,2008.527994,41.6732,39.2138,24.24
15/07/2008 03:26:36,72662,6.1,2008.535911,27.967,36.0103,57.42
15/07/2008 09:19:48,72692,4.2,2008.536581,27.438,40.3568,24.57
15/07/2008 23:52:34,72728,5.2,2008.538237,27.6959,35.6094,28.48
20/07/2008 10:15:25,72931,4.1,2008.550348,26.5762,38.7375,26.55
20/07/2008 19:12:54,72945,4,2008.551368,24.7892,38.9835,5.79
26/07/2008 22:16:48,73244,4.2,2008.56811,43.1002,38.5327,5
31/07/2008 05:02:10,73371,4.3,2008.579808,33.3917,39.7228,15.76
19/08/2008 14:43:15,74058,4.4,2008.632823,27.9698,35.797,56.88
20/08/2008 11:01:38,74099,4.2,2008.635135,37.4608,37.7055,15.04
2/9/2008 4:51,74606,4.3,2008.669952,26.3907,37.0473,5
3/9/2008 2:22,74633,4.9,2008.672402,38.6043,37.4363,24.04
4/9/2008 22:54,74709,4.8,2008.677471,38.5825,37.4605,23.8
7/9/2008 12:47,74823,4,2008.684517,32.6543,39.4797,17.62
11/9/2008 8:33,74967,4,2008.694964,33.058,39.4248,14.11
11/9/2008 23:12,75003,4.2,2008.696632,26.0572,39.7775,34.2
12/9/2008 15:14,75046,4.3,2008.698457,28.2773,35.1325,29.74
14/09/2008 20:04:41,75116,4,2008.704472,26.7919,34.8287,25.95
17/09/2008 01:09:17,75201,4.1,2008.710514,31.8807,35.8475,58.63
17/09/2008 12:08:11,75217,4.9,2008.711764,39.9497,39.9993,20.54
23/09/2008 09:09:42,75419,4.7,2008.727819,33.0427,39.4333,14.03
28/09/2008 11:32:11,75627,4,2008.74175,30.2493,36.5538,50.73
29/09/2008 20:54:55,75655,4.4,2008.74555,38.59,37.474,24.04
30/09/2008 07:30:00,75670,4.6,2008.746755,29.8702,39.0057,13.27
5/10/2008 5:33,75852,4,2008.760196,38.833,38.3063,11.06
5/10/2008 6:04,75854,4.2,2008.760254,29.0142,40.6103,23.68
10/10/2008 6:36,76091,4.6,2008.773977,33.1093,39.3872,1.79
11/10/2008 8:34,76158,4.6,2008.776933,28.056,35.8837,52.95
19/10/2008 22:20:52,76489,4,2008.800358,30.3907,37.097,44.84
9/11/2008 7:48,77374,4.5,2008.856081,27.8178,36.2282,53.22
9/11/2008 13:20,77391,4,2008.85671,28.17,36.883,50.69
12/11/2008 14:03,77504,4.8,2008.864988,35.5435,38.8607,9.49
24/11/2008 11:34:09,77856,4,2008.897492,28.324,37.149,7.23
24/12/2008 05:54:59,78813,4,2008.978816,29.2273,37.8927,9.91
28/12/2008 22:59:01,79168,5.1,2008.991688,26.0069,40.3287,2.94
1/1/2009 19:01,79344,4.1,2009.002173,29.1508,37.0192,22.52
4/1/2009 10:26,79466,4.3,2009.009411,27.6905,35.2363,24.94
8/1/2009 15:43,79586,4.1,2009.020974,27.5892,37.8568,7.03
13/01/2009 06:12:48,79765,4.6,2009.033586,26.7533,36.1402,21.26
17/01/2009 07:45:25,79924,4.6,2009.044721,36.3067,37.1663,7.52
24/01/2009 15:58:39,80245,4.2,2009.064838,27.7307,40.8077,13.75
28/01/2009 23:59:05,80401,4.6,2009.076711,28.0671,35.6951,25.98
1/2/2009 10:27,80530,4.4,2009.086125,42.3445,40.4463,9.55
17/02/2009 05:28:19,81224,4.8,2009.129392,29.0448,39.1488,7.03
18/02/2009 09:44:13,81426,4.4,2009.132618,31.578,43.7587,16.04
19/02/2009 22:25:42,81537,4,2009.136807,29.0302,39.1235,10.28
2/3/2009 22:02,82447,4.6,2009.166899,26.6573,36.758,1.52
3/3/2009 7:47,82512,4,2009.168013,31.647,36.1948,5
10/3/2009 13:13,82986,4.1,2009.18781,43.488,37.2917,6.8
11/3/2009 17:26,83043,4.3,2009.191031,41.8563,39.0633,30.65
22/03/2009 00:53:21,83552,4,2009.21928,29.1067,37.9228,9.42
22/03/2009 02:31:52,83555,4,2009.219467,38.9557,38.3483,18.79
1/4/2009 20:58,84057,4,2009.248969,43.6643,39.8255,4.44
27/04/2009 19:03:06,85342,4.2,2009.319983,27.5233,40.7405,28.8
3/5/2009 2:34,85628,4.1,2009.33454,27.54,37.8558,15.54
7/5/2009 23:46,85919,4.1,2009.34792,27.9308,39.2883,28.46
12/5/2009 1:36,86146,4.7,2009.359088,26.5307,35.7853,8.34
14/05/2009 09:13:42,86295,4.7,2009.365437,27.1677,36.1513,34.69
27/05/2009 20:28:04,87051,4.1,2009.402337,42.6763,38.6607,17.2
4/6/2009 13:02,87483,4.1,2009.423406,35.8732,36.9607,29.15
9/6/2009 5:26,87720,4.4,2009.436239,29.0668,36.0623,38.59
17/06/2009 04:29:12,88188,4.6,2009.458046,36.0405,36.1187,30.7
18/06/2009 04:26:16,88253,4.6,2009.460781,28.5952,35.6687,30.57
